CodigoCNES,NomeFantasia,codigo_tratado,nome_tratado
"OrderedDict([('codigo', '7816952')])","OrderedDict([('Nome', 'CONSULTORIO DRA ANA CLAUDIA M DE ARAUJO')])",7816952,CONSULTORIO DRA ANA CLAUDIA M DE ARAUJO
"OrderedDict([('codigo', '7815069')])","OrderedDict([('Nome', 'CONSULTORIO PSICOLOGIA TEREZA CRISTINA')])",7815069,CONSULTORIO PSICOLOGIA TEREZA CRISTINA
"OrderedDict([('codigo', '7796234')])","OrderedDict([('Nome', 'IRO')])",7796234,IRO
"OrderedDict([('codigo', '5323215')])","OrderedDict([('Nome', 'MEDCLIN CLINICA DE ACUMPUTURA MEDICA')])",5323215,MEDCLIN CLINICA DE ACUMPUTURA MEDICA
"OrderedDict([('codigo', '5318505')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO FRANCENILMA ALVES DE SOUZA')])",5318505,CONSULTORIO MEDICO FRANCENILMA ALVES DE SOUZA
"OrderedDict([('codigo', '5322553')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ELGER OLIVEIRA NUNES DA SILVA')])",5322553,CONSULTORIO MEDICO ELGER OLIVEIRA NUNES DA SILVA
"OrderedDict([('codigo', '5322944')])","OrderedDict([('Nome', 'CIM CENTRO DE IMAGEM MAXILO FACIAL')])",5322944,CIM CENTRO DE IMAGEM MAXILO FACIAL
"OrderedDict([('codigo', '5710081')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO LUCIENE MIGUEL DA SILVA')])",5710081,CONSULTORIO ODONTOLOGICO LUCIENE MIGUEL DA SILVA
"OrderedDict([('codigo', '5714370')])","OrderedDict([('Nome', 'UNIFONO')])",5714370,UNIFONO
"OrderedDict([('codigo', '5723213')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO GEAZI DUARTE DE CARVALHO')])",5723213,CONSULTORIO ODONTOLOGICO GEAZI DUARTE DE CARVALHO
"OrderedDict([('codigo', '5382963')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO PEDRO DE ALCANTARA FARIAS')])",5382963,CONSULTORIO MEDICO PEDRO DE ALCANTARA FARIAS
"OrderedDict([('codigo', '6145477')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CAROLINE REVOREDO')])",6145477,CONSULTORIO ODONTOLOGICO DRA CAROLINE REVOREDO
"OrderedDict([('codigo', '5728444')])","OrderedDict([('Nome', 'CONSULTORIO DRA PATRICIA SEREJO')])",5728444,CONSULTORIO DRA PATRICIA SEREJO
"OrderedDict([('codigo', '5728479')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA IVANISE ARAUJO')])",5728479,CONSULTORIO ODONTOLOGICO DRA IVANISE ARAUJO
"OrderedDict([('codigo', '5728533')])","OrderedDict([('Nome', 'CONSULTORIO PEDIATRICO DRA ANA FLAVIA')])",5728533,CONSULTORIO PEDIATRICO DRA ANA FLAVIA
"OrderedDict([('codigo', '5728606')])","OrderedDict([('Nome', 'IOP INSTITUTO DE OLHOS DE NATAL')])",5728606,IOP INSTITUTO DE OLHOS DE NATAL
"OrderedDict([('codigo', '5728622')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ROSSIER ARAUJO')])",5728622,CONSULTORIO ODONTOLOGICO DR ROSSIER ARAUJO
"OrderedDict([('codigo', '5728657')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR FRANKLIM ROOSEVELT')])",5728657,CONSULTORIO ODONTOLOGICO DR FRANKLIM ROOSEVELT
"OrderedDict([('codigo', '5728703')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA IVANA MACEDO')])",5728703,CONSULTORIO ODONTOLOGICO DRA IVANA MACEDO
"OrderedDict([('codigo', '5728738')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ANA CLAUDIA DE LIMA')])",5728738,CONSULTORIO ODONTOLOGICO ANA CLAUDIA DE LIMA
"OrderedDict([('codigo', '5728789')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO NIVIA DIAS DE MEDEIROS DANTAS')])",5728789,CONSULTORIO ODONTOLOGICO NIVIA DIAS DE MEDEIROS DANTAS
"OrderedDict([('codigo', '5728800')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO JOAO LUIZ CAMARA DA SILVA')])",5728800,CONSULTORIO ODONTOLOGICO JOAO LUIZ CAMARA DA SILVA
"OrderedDict([('codigo', '5728835')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO KATIA GOMES FREIRE MEDEIROS DE ARAU')])",5728835,CONSULTORIO ODONTOLOGICO KATIA GOMES FREIRE MEDEIROS DE ARAU
"OrderedDict([('codigo', '5739381')])","OrderedDict([('Nome', 'CONSULTORIO ELISA MARIA SILVA DE ALMEIDA')])",5739381,CONSULTORIO ELISA MARIA SILVA DE ALMEIDA
"OrderedDict([('codigo', '7764928')])","OrderedDict([('Nome', 'CEMED CARE')])",7764928,CEMED CARE
"OrderedDict([('codigo', '7785860')])","OrderedDict([('Nome', 'RAS SERVICOS')])",7785860,RAS SERVICOS
"OrderedDict([('codigo', '7680821')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA NATALIA CARVALHO')])",7680821,CONSULTORIO ODONTOLOGICO DRA NATALIA CARVALHO
"OrderedDict([('codigo', '5923158')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO CIRURGIOES VASC ASSOCIADOS DE NATAL')])",5923158,CONSULTORIO MEDICO CIRURGIOES VASC ASSOCIADOS DE NATAL
"OrderedDict([('codigo', '5929326')])","OrderedDict([('Nome', 'REABILITY CENTER CENTRO CLINICO')])",5929326,REABILITY CENTER CENTRO CLINICO
"OrderedDict([('codigo', '6042406')])","OrderedDict([('Nome', 'CRITICAL CARE')])",6042406,CRITICAL CARE
"OrderedDict([('codigo', '5418240')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO MARCIA LEITE DE OLIVEIRA TORRES')])",5418240,CONSULTORIO MEDICO MARCIA LEITE DE OLIVEIRA TORRES
"OrderedDict([('codigo', '7594496')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA DRA JULIANA GOUVEIA')])",7594496,CONSULTORIO DE PSICOLOGIA DRA JULIANA GOUVEIA
"OrderedDict([('codigo', '5816866')])","OrderedDict([('Nome', 'CONSULTORIO DR ALAN REGO')])",5816866,CONSULTORIO DR ALAN REGO
"OrderedDict([('codigo', '5835038')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CIBELE ROCHA')])",5835038,CONSULTORIO ODONTOLOGICO DRA CIBELE ROCHA
"OrderedDict([('codigo', '5835178')])","OrderedDict([('Nome', 'CONSULTORIO DRA ROBERTA FORASTIERI')])",5835178,CONSULTORIO DRA ROBERTA FORASTIERI
"OrderedDict([('codigo', '6026745')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MARIA DE FATIMA')])",6026745,CONSULTORIO ODONTOLOGICO DRA MARIA DE FATIMA
"OrderedDict([('codigo', '5335094')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ISABELLE PEREIRA SOARES')])",5335094,CONSULTORIO MEDICO ISABELLE PEREIRA SOARES
"OrderedDict([('codigo', '5335159')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO LETICIA GONCALVES LEON CAMACHO')])",5335159,CONSULTORIO MEDICO LETICIA GONCALVES LEON CAMACHO
"OrderedDict([('codigo', '5337976')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ARINES PEREIRA SANTOS MONTE')])",5337976,CONSULTORIO MEDICO ARINES PEREIRA SANTOS MONTE
"OrderedDict([('codigo', '5339464')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO LUIZ DIONISIO DE MELO')])",5339464,CONSULTORIO MEDICO LUIZ DIONISIO DE MELO
"OrderedDict([('codigo', '5342287')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO LUIS VIANA GOMES')])",5342287,CONSULTORIO MEDICO LUIS VIANA GOMES
"OrderedDict([('codigo', '5342406')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO ROSANGELA LULA DE MEDEIROS')])",5342406,CONSULTORIO MEDICO ROSANGELA LULA DE MEDEIROS
"OrderedDict([('codigo', '5342430')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO PATRICIA LYLIAN LEMOS DE FARIAS')])",5342430,CONSULTORIO ODONTOLOGICO PATRICIA LYLIAN LEMOS DE FARIAS
"OrderedDict([('codigo', '5854229')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA CRISTIANNE MEDEIROS')])",5854229,CONSULTORIO ODONTOLOGICO DRA CRISTIANNE MEDEIROS
"OrderedDict([('codigo', '5857015')])","OrderedDict([('Nome', 'CONSULTORIO DRA ADRIANA RIBEIRO')])",5857015,CONSULTORIO DRA ADRIANA RIBEIRO
"OrderedDict([('codigo', '7732449')])","OrderedDict([('Nome', 'CLINICA TOTAL SAUDE')])",7732449,CLINICA TOTAL SAUDE
"OrderedDict([('codigo', '7599889')])","OrderedDict([('Nome', 'CENTRO DE MOLESTIAS INFECCIOSAS EIRELIS')])",7599889,CENTRO DE MOLESTIAS INFECCIOSAS EIRELIS
"OrderedDict([('codigo', '7602987')])","OrderedDict([('Nome', 'CONSULTORIO DR NELSON DOMINGUES')])",7602987,CONSULTORIO DR NELSON DOMINGUES
"OrderedDict([('codigo', '7609655')])","OrderedDict([('Nome', 'UROGRUPO NATAL')])",7609655,UROGRUPO NATAL
"OrderedDict([('codigo', '7620632')])","OrderedDict([('Nome', 'CLINICA CIRURGICA DE NATAL')])",7620632,CLINICA CIRURGICA DE NATAL
"OrderedDict([('codigo', '7620683')])","OrderedDict([('Nome', 'GLOBAL MED MEDICINA E SEGURANCA DO TRABALHO LTDA')])",7620683,GLOBAL MED MEDICINA E SEGURANCA DO TRABALHO LTDA
"OrderedDict([('codigo', '7621507')])","OrderedDict([('Nome', 'EAFI ESPACO APLICADO DE FISIOTERAPIA')])",7621507,EAFI ESPACO APLICADO DE FISIOTERAPIA
"OrderedDict([('codigo', '7624581')])","OrderedDict([('Nome', 'LRA SERVICOS MEDICOS LTDA')])",7624581,LRA SERVICOS MEDICOS LTDA
"OrderedDict([('codigo', '7681860')])","OrderedDict([('Nome', 'NATAL DERMATOLOGIA')])",7681860,NATAL DERMATOLOGIA
"OrderedDict([('codigo', '7768796')])","OrderedDict([('Nome', 'CENTRO PRO ANALISE')])",7768796,CENTRO PRO ANALISE
"OrderedDict([('codigo', '6010474')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR DEIVID ANDRADE')])",6010474,CONSULTORIO ODONTOLOGICO DR DEIVID ANDRADE
"OrderedDict([('codigo', '6011837')])","OrderedDict([('Nome', 'CONSULTORIO JULIANA DE CARVALHO')])",6011837,CONSULTORIO JULIANA DE CARVALHO
"OrderedDict([('codigo', '7654758')])","OrderedDict([('Nome', 'INP')])",7654758,INP
"OrderedDict([('codigo', '7655193')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA LIVIA BARROS')])",7655193,CONSULTORIO MEDICO DRA LIVIA BARROS
"OrderedDict([('codigo', '7655460')])","OrderedDict([('Nome', 'IGO')])",7655460,IGO
"OrderedDict([('codigo', '5357403')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO YOLITA DANTAS BATISTA')])",5357403,CONSULTORIO ODONTOLOGICO YOLITA DANTAS BATISTA
"OrderedDict([('codigo', '5362369')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO FABIOLA GURGEL DE MAGALHAES')])",5362369,CONSULTORIO ODONTOLOGICO FABIOLA GURGEL DE MAGALHAES
"OrderedDict([('codigo', '5362393')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO PETRONIO MEDEIROS DE OLIVEIRA')])",5362393,CONSULTORIO ODONTOLOGICO PETRONIO MEDEIROS DE OLIVEIRA
"OrderedDict([('codigo', '5362792')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DENISE XAVIER DA SILVEIRA MARTINS')])",5362792,CONSULTORIO MEDICO DENISE XAVIER DA SILVEIRA MARTINS
"OrderedDict([('codigo', '5363810')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ALCIDES CARAMEL')])",5363810,CONSULTORIO ODONTOLOGICO ALCIDES CARAMEL
"OrderedDict([('codigo', '5364078')])","OrderedDict([('Nome', 'KORPAGE')])",5364078,KORPAGE
"OrderedDict([('codigo', '5366496')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO LUANA FURTADO MUSSULLY LEMOS')])",5366496,CONSULTORIO ODONTOLOGICO LUANA FURTADO MUSSULLY LEMOS
"OrderedDict([('codigo', '5372062')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO SERGIO MACEDO DE MEDEIROS')])",5372062,CONSULTORIO MEDICO SERGIO MACEDO DE MEDEIROS
"OrderedDict([('codigo', '5373328')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO LEONARDO MESQUITA SAMPAIO')])",5373328,CONSULTORIO MEDICO LEONARDO MESQUITA SAMPAIO
"OrderedDict([('codigo', '7802994')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO NATALIA FERNANDES')])",7802994,CONSULTORIO ODONTOLOGICO NATALIA FERNANDES
"OrderedDict([('codigo', '7723113')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA DRA ANA CLAUDIA')])",7723113,CONSULTORIO DE PSICOLOGIA DRA ANA CLAUDIA
"OrderedDict([('codigo', '7764715')])","OrderedDict([('Nome', 'CONSULTORIO DR CAMARA FILHO')])",7764715,CONSULTORIO DR CAMARA FILHO
"OrderedDict([('codigo', '7785844')])","OrderedDict([('Nome', 'MECENA SERVICOS MEDICOS LTDA ME')])",7785844,MECENA SERVICOS MEDICOS LTDA ME
"OrderedDict([('codigo', '7768028')])","OrderedDict([('Nome', 'PSICOTERAPIA DO SER')])",7768028,PSICOTERAPIA DO SER
"OrderedDict([('codigo', '7772394')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR OZENILDO MELO')])",7772394,CONSULTORIO MEDICO DR OZENILDO MELO
"OrderedDict([('codigo', '7804431')])","OrderedDict([('Nome', 'CONSULTORIO DRA FADJA ALVES')])",7804431,CONSULTORIO DRA FADJA ALVES
"OrderedDict([('codigo', '7786093')])","OrderedDict([('Nome', 'INSTITUTO DE RADIOLOGIA DE NATAL')])",7786093,INSTITUTO DE RADIOLOGIA DE NATAL
"OrderedDict([('codigo', '7726104')])","OrderedDict([('Nome', 'ENDOS')])",7726104,ENDOS
"OrderedDict([('codigo', '6392040')])","OrderedDict([('Nome', 'ORAL CLINIC')])",6392040,ORAL CLINIC
"OrderedDict([('codigo', '6394329')])","OrderedDict([('Nome', 'CURA TE')])",6394329,CURA TE
"OrderedDict([('codigo', '6404553')])","OrderedDict([('Nome', 'CONSULTORIO FABIANE DA SILVA')])",6404553,CONSULTORIO FABIANE DA SILVA
"OrderedDict([('codigo', '7650256')])","OrderedDict([('Nome', 'SOS OTORRINOS')])",7650256,SOS OTORRINOS
"OrderedDict([('codigo', '7773773')])","OrderedDict([('Nome', 'ORAL IMAGEM')])",7773773,ORAL IMAGEM
"OrderedDict([('codigo', '6438938')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO ODEGLEIDE TRINDADE')])",6438938,CONSULTORIO ODONTOLOGICO ODEGLEIDE TRINDADE
"OrderedDict([('codigo', '7757301')])","OrderedDict([('Nome', 'NATAL HOME')])",7757301,NATAL HOME
"OrderedDict([('codigo', '7656467')])","OrderedDict([('Nome', 'NEURO VASCULAR')])",7656467,NEURO VASCULAR
"OrderedDict([('codigo', '7658583')])","OrderedDict([('Nome', 'LABORATORIO DNA')])",7658583,LABORATORIO DNA
"OrderedDict([('codigo', '7663242')])","OrderedDict([('Nome', 'GRUPO REVIVER NATAL')])",7663242,GRUPO REVIVER NATAL
"OrderedDict([('codigo', '7664052')])","OrderedDict([('Nome', 'DANILLA DE SOUSA FALBO')])",7664052,DANILLA DE SOUSA FALBO
"OrderedDict([('codigo', '7664087')])","OrderedDict([('Nome', 'MARIA DA GRACA FERREIRA PRAXEDES DA SILVA')])",7664087,MARIA DA GRACA FERREIRA PRAXEDES DA SILVA
"OrderedDict([('codigo', '7669321')])","OrderedDict([('Nome', 'ALERGOCENTER')])",7669321,ALERGOCENTER
"OrderedDict([('codigo', '7670591')])","OrderedDict([('Nome', 'CLINICA DE PESQUISA E COMBATE AO CANCER DO RN LTDA EPP')])",7670591,CLINICA DE PESQUISA E COMBATE AO CANCER DO RN LTDA EPP
"OrderedDict([('codigo', '6726704')])","OrderedDict([('Nome', 'NEOLAB NATAL')])",6726704,NEOLAB NATAL
"OrderedDict([('codigo', '6728170')])","OrderedDict([('Nome', 'IORN')])",6728170,IORN
"OrderedDict([('codigo', '7767161')])","OrderedDict([('Nome', 'MARCIA CRISTINA LIMA DA COSTA MEDEIROS')])",7767161,MARCIA CRISTINA LIMA DA COSTA MEDEIROS
"OrderedDict([('codigo', '6570178')])","OrderedDict([('Nome', 'OFTALMOCENTER')])",6570178,OFTALMOCENTER
"OrderedDict([('codigo', '7674252')])","OrderedDict([('Nome', 'CONSULTORIO DE PSICOLOGIA DRA GINA BRANT')])",7674252,CONSULTORIO DE PSICOLOGIA DRA GINA BRANT
"OrderedDict([('codigo', '7689462')])","OrderedDict([('Nome', 'EMAGRECER SAUDE E ESTETICA')])",7689462,EMAGRECER SAUDE E ESTETICA
"OrderedDict([('codigo', '7688636')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR EDVALDO VASCONCELOS')])",7688636,CONSULTORIO MEDICO DR EDVALDO VASCONCELOS
"OrderedDict([('codigo', '5462967')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO HILDO FREIRE FERNANDES')])",5462967,CONSULTORIO MEDICO HILDO FREIRE FERNANDES
"OrderedDict([('codigo', '2798743')])","OrderedDict([('Nome', 'USF POMPEIA')])",2798743,USF POMPEIA
"OrderedDict([('codigo', '6717713')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR SILVANO PINHEIRO')])",6717713,CONSULTORIO ODONTOLOGICO DR SILVANO PINHEIRO
"OrderedDict([('codigo', '2798727')])","OrderedDict([('Nome', 'POLICLINICA')])",2798727,POLICLINICA
"OrderedDict([('codigo', '6447716')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MIKARLA CELY')])",6447716,CONSULTORIO ODONTOLOGICO DRA MIKARLA CELY
"OrderedDict([('codigo', '2656914')])","OrderedDict([('Nome', 'USF JOSE SARNEY')])",2656914,USF JOSE SARNEY
"OrderedDict([('codigo', '2679272')])","OrderedDict([('Nome', 'CLINICA DE ONCOLOGIA E MASTOLOGIA')])",2679272,CLINICA DE ONCOLOGIA E MASTOLOGIA
"OrderedDict([('codigo', '2679310')])","OrderedDict([('Nome', 'INSTITUTO DE PATOLOGIA CLINICA')])",2679310,INSTITUTO DE PATOLOGIA CLINICA
"OrderedDict([('codigo', '2679361')])","OrderedDict([('Nome', 'LAES LABORATORIO')])",2679361,LAES LABORATORIO
"OrderedDict([('codigo', '2679396')])","OrderedDict([('Nome', 'LAES LABORATORIO')])",2679396,LAES LABORATORIO
"OrderedDict([('codigo', '6269508')])","OrderedDict([('Nome', 'CONSULTORIO DRA IARA FERNANDES')])",6269508,CONSULTORIO DRA IARA FERNANDES
"OrderedDict([('codigo', '6433944')])","OrderedDict([('Nome', 'CLINICA DE PSICOLOGIA')])",6433944,CLINICA DE PSICOLOGIA
"OrderedDict([('codigo', '6463150')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ROBERTO ALADIM')])",6463150,CONSULTORIO ODONTOLOGICO DR ROBERTO ALADIM
"OrderedDict([('codigo', '6463207')])","OrderedDict([('Nome', 'ENDOVASC')])",6463207,ENDOVASC
"OrderedDict([('codigo', '6464378')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA IONE CABRAL')])",6464378,CONSULTORIO ODONTOLOGICO DRA IONE CABRAL
"OrderedDict([('codigo', '6465692')])","OrderedDict([('Nome', 'CONSULTORIO DRA ROSANGELA MACHADO')])",6465692,CONSULTORIO DRA ROSANGELA MACHADO
"OrderedDict([('codigo', '6507808')])","OrderedDict([('Nome', 'NEONUTRE')])",6507808,NEONUTRE
"OrderedDict([('codigo', '6531288')])","OrderedDict([('Nome', 'UPA 24H DE PAJUCARA')])",6531288,UPA 24H DE PAJUCARA
"OrderedDict([('codigo', '6328792')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA ANNE')])",6328792,CONSULTORIO ODONTOLOGICO DRA ANNE
"OrderedDict([('codigo', '6329101')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ROBERTO LEIROS')])",6329101,CONSULTORIO ODONTOLOGICO DR ROBERTO LEIROS
"OrderedDict([('codigo', '3255220')])","OrderedDict([('Nome', 'COR')])",3255220,COR
"OrderedDict([('codigo', '3288722')])","OrderedDict([('Nome', 'CHISTIANNE NEGREIROS DE SA ROSADO')])",3288722,CHISTIANNE NEGREIROS DE SA ROSADO
"OrderedDict([('codigo', '3290093')])","OrderedDict([('Nome', 'CONSULTORIO DRA DEISE DORIA CABRAL')])",3290093,CONSULTORIO DRA DEISE DORIA CABRAL
"OrderedDict([('codigo', '6571093')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR ALEXANDRE DELGADO')])",6571093,CONSULTORIO ODONTOLOGICO DR ALEXANDRE DELGADO
"OrderedDict([('codigo', '6477240')])","OrderedDict([('Nome', 'CONSULTORIO DR WAGNER NUNES')])",6477240,CONSULTORIO DR WAGNER NUNES
"OrderedDict([('codigo', '2380471')])","OrderedDict([('Nome', 'MEDIMAGEM')])",2380471,MEDIMAGEM
"OrderedDict([('codigo', '2409194')])","OrderedDict([('Nome', 'HOSPITAL DR LUIZ ANTONIO')])",2409194,HOSPITAL DR LUIZ ANTONIO
"OrderedDict([('codigo', '2656736')])","OrderedDict([('Nome', 'LABORATORIO DR PAULO GURGEL')])",2656736,LABORATORIO DR PAULO GURGEL
"OrderedDict([('codigo', '2679450')])","OrderedDict([('Nome', 'CLINICA JUNG SIUNG CAMELO DANTAS')])",2679450,CLINICA JUNG SIUNG CAMELO DANTAS
"OrderedDict([('codigo', '4013441')])","OrderedDict([('Nome', 'CENTRO DE ESPECIALIDADES INTEGRADAS LESTE II')])",4013441,CENTRO DE ESPECIALIDADES INTEGRADAS LESTE II
"OrderedDict([('codigo', '2656477')])","OrderedDict([('Nome', 'LABORATORIO MEDICO DE PATOLOGIA')])",2656477,LABORATORIO MEDICO DE PATOLOGIA
"OrderedDict([('codigo', '2656639')])","OrderedDict([('Nome', 'MICROLAB LUZANIRA DA SILVA BEZERRA EPP')])",2656639,MICROLAB LUZANIRA DA SILVA BEZERRA EPP
"OrderedDict([('codigo', '2656957')])","OrderedDict([('Nome', 'PAPI')])",2656957,PAPI
"OrderedDict([('codigo', '2409011')])","OrderedDict([('Nome', 'DEPARTAMENTO DE ODONTOLOGIA')])",2409011,DEPARTAMENTO DE ODONTOLOGIA
"OrderedDict([('codigo', '2654059')])","OrderedDict([('Nome', 'FUNDAC')])",2654059,FUNDAC
"OrderedDict([('codigo', '2380498')])","OrderedDict([('Nome', 'INSTITUTO DE RADIOLOGIA DE NATAL')])",2380498,INSTITUTO DE RADIOLOGIA DE NATAL
"OrderedDict([('codigo', '2656566')])","OrderedDict([('Nome', 'FARIAS LABORATORIO DE ANALISES CLINICAS')])",2656566,FARIAS LABORATORIO DE ANALISES CLINICAS
"OrderedDict([('codigo', '6529003')])","OrderedDict([('Nome', 'CLINICA BIOS')])",6529003,CLINICA BIOS
"OrderedDict([('codigo', '6687563')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA VANESSA DE PAULA')])",6687563,CONSULTORIO ODONTOLOGICO DRA VANESSA DE PAULA
"OrderedDict([('codigo', '6680011')])","OrderedDict([('Nome', 'CONSULTORIO ROBERTA CAMBOIM')])",6680011,CONSULTORIO ROBERTA CAMBOIM
"OrderedDict([('codigo', '3663345')])","OrderedDict([('Nome', 'CONSULTORIO DR JEEZIAS BASTOS')])",3663345,CONSULTORIO DR JEEZIAS BASTOS
"OrderedDict([('codigo', '5475635')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO MANOELLA REGO DE CARVALHO')])",5475635,CONSULTORIO ODONTOLOGICO MANOELLA REGO DE CARVALHO
"OrderedDict([('codigo', '5851793')])","OrderedDict([('Nome', 'CONSULTOIO DRA JANAINA CAVALCANTE')])",5851793,CONSULTOIO DRA JANAINA CAVALCANTE
"OrderedDict([('codigo', '3167259')])","OrderedDict([('Nome', 'INSTITUTO GENISIS')])",3167259,INSTITUTO GENISIS
"OrderedDict([('codigo', '6774296')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR HUMBERTO DANTAS')])",6774296,CONSULTORIO ODONTOLOGICO DR HUMBERTO DANTAS
"OrderedDict([('codigo', '6787673')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA HELGA ADACHI MEDEIROS')])",6787673,CONSULTORIO ODONTOLOGICO DRA HELGA ADACHI MEDEIROS
"OrderedDict([('codigo', '7197691')])","OrderedDict([('Nome', 'CLINICA MAIS MULHER')])",7197691,CLINICA MAIS MULHER
"OrderedDict([('codigo', '7197721')])","OrderedDict([('Nome', 'RADIODONTO NATAL')])",7197721,RADIODONTO NATAL
"OrderedDict([('codigo', '7197845')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA SUMAIA AUSTREGESILO NOGUEIRA')])",7197845,CONSULTORIO ODONTOLOGICO DRA SUMAIA AUSTREGESILO NOGUEIRA
"OrderedDict([('codigo', '7198779')])","OrderedDict([('Nome', 'AGAPE CENTER')])",7198779,AGAPE CENTER
"OrderedDict([('codigo', '7195478')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR JOSIVAN')])",7195478,CONSULTORIO MEDICO DR JOSIVAN
"OrderedDict([('codigo', '7413785')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DRA MILA FONTES')])",7413785,CONSULTORIO ODONTOLOGICO DRA MILA FONTES
"OrderedDict([('codigo', '7422113')])","OrderedDict([('Nome', 'CONSULTORIO ODONTOLOGICO DR RENATO')])",7422113,CONSULTORIO ODONTOLOGICO DR RENATO
"OrderedDict([('codigo', '7425686')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DR ANGELO CAMPOS')])",7425686,CONSULTORIO MEDICO DR ANGELO CAMPOS
"OrderedDict([('codigo', '7427298')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA TATIANA')])",7427298,CONSULTORIO MEDICO DRA TATIANA
"OrderedDict([('codigo', '7291035')])","OrderedDict([('Nome', 'ACUPUNTURA CENTER')])",7291035,ACUPUNTURA CENTER
"OrderedDict([('codigo', '7302835')])","OrderedDict([('Nome', 'UNIMED FISIO')])",7302835,UNIMED FISIO
"OrderedDict([('codigo', '7304161')])","OrderedDict([('Nome', 'CONSULTPRIO DE PSICOLOGIA')])",7304161,CONSULTPRIO DE PSICOLOGIA
"OrderedDict([('codigo', '7309678')])","OrderedDict([('Nome', 'CONSULTORIO MEDICO DRA TANIA MEDEIROS')])",7309678,CONSULTORIO MEDICO DRA TANIA MEDEIROS
"OrderedDict([('codigo', '6060676')])","OrderedDict([('Nome', 'ODONTOLOGIA ANA PEREIRA')])",6060676,ODONTOLOGIA ANA PEREIRA
